I1,I2,I3,gx,gy,gz,ax,ay,az,V1real,V2real,V3real,N1,N2,N3,Type
1.36500782352941,0.0,1.02564123529412,0.731176470588235,0.125882352941176,0.495294117647059,0.004724844117647,-0.0031307501764705,-0.0093635111764705,-200.117647058824,0.0,231.882352941176,-3592,4,4091,1
1.24886941176471,0.0,1.01206652941176,0.634705882352941,0.0582352941176471,0.550588235294118,-2.87317647058821e-05,0.0022977866470588,-0.0034754117647058,-220.764705882353,0.0,228.705882352941,-4060,5,4438,1
1.18401223529412,0.0,1.03167458823529,0.913529411764706,0.137647058823529,0.523529411764706,-0.001594094117647,0.0092773494117647,0.0010627270588235,-227.117647058824,0.0,230.294117647059,-4050,2,4322,1
1.0307692,1.535042,1.013675,0.894,0.0466666666666667,2.97066666666667,0.0052734319333333,0.0005208359999999,-0.0097493466666666,91.8,-246.6,100.8,1870,-4878,1986,1
1.07179493333333,1.388036,1.16068446666667,0.404,-0.379333333333333,4.52866666666667,0.0134277339333333,0.0028971333333333,-0.0016276086,95.4,-244.8,90.0,1630,-4250,1542,1
1.04273453333333,1.490598,1.07863286666667,0.710666666666667,-0.174666666,4.2,0.0040039100666666,0.0056477953333333,-0.0130371146666667,84.6,-230.4,97.2,1755,-4525,1770,1
0.935143529411765,1.43288117647059,1.22322941176471,0.809411764705882,0.293529411764706,-0.556470588235294,-0.0117187476470588,-0.0304027045882353,-0.03403605,-54.0,-238.235294117647,408.176470588235,-987,-4523,7451,1
1.05882347058824,1.56108529411765,1.02111488235294,0.976470588235294,0.285294117058824,-1.83941176470588,0.0006462405882352,-0.0097225529411764,-0.0085018423529411,-44.4705882352941,-243.0,417.705882352941,-785,-4479,7617,1
1.03167476470588,1.49924647058824,0.974358294117647,1.03764705882353,0.218235293529412,-1.26529411764706,-0.0046673962941176,-0.0048397217647058,-0.0048684594117647,-44.4705882352941,-247.764705882353,408.176470588235,-831,-4752,7952,1
0.8493589375,1.048078125,1.0865389375,-0.213125,0.935625,7.79375,-0.001678468,-0.0352020498125,-0.023025507,109.6875,101.25,96.1875,1938,1719,1671,1
0.915064,1.1506401875,0.9983984375,-0.43375,0.648125,10.251875,0.0039978006875,-0.029159535625,-0.01899717875,106.3125,92.8125,99.5625,1911,1619,1844,1
0.9118583125,1.09134575,0.9054485,-0.3575,0.570625,10.2125,0.000991821,-0.0258941755,-0.0119476363125,109.6875,87.75,116.4375,1943,1645,1953,1
0.926496,1.19829186666667,0.8957268,0.461333333333333,-0.747333333333333,25.3026666666667,0.00486654,-0.01158852,0.0005371029333333,293.4,275.4,311.4,4667,4350,4753,1
0.818803533333333,1.10085433333333,0.8051284,-0.248666666666667,-1.56,28.9313333333333,-0.00110677,-0.004068998,0.002018226,300.6,284.4,307.8,5016,4732,5042,1
0.7760686,1.044444,0.7931626,0.307333333333333,-1.61266666666667,29.5846666666667,-0.0017415293333333,-0.0124511793333333,-0.006233722,297.0,289.8,307.8,5305,4935,5306,1
0.939560571428571,1.14835142857143,0.866300642857143,-0.295,-2.95928571428571,60.2257142857143,-0.0048130542857142,0.0277448657142857,0.0105329,696.214285714286,675.0,702.0,10611,10370,10755,1
0.899267571428571,1.17582285714286,0.842490428571429,-1.60214285714286,-3.90785714285714,66.2628571428572,0.024448915,0.100655715,0.0304478385714286,696.214285714286,661.5,705.857142857143,10361,10005,10441,1
0.946886142857143,1.21978071428571,0.871795642857143,-1.01571428571429,-3.36214285714286,65.3521428571429,-0.0175781142857143,-0.0590819935714286,0.0462472642857143,680.785714285714,673.071428571429,711.642857142857,10735,10345,10849,1
1.21116170588235,0.0,1.01357570588235,0.810588235294118,0.0823529411764706,0.813529411764706,0.0013355876470588,0.0019243947058823,-0.0024988587058823,-219.176470588235,0.0,231.882352941176,-4348,0,4608,1
1.11010617647059,0.0,1.08446558823529,0.641764705882353,-0.0376470588235294,0.760588229411765,-0.0030876652941176,0.0061609652941176,0.0039062465882352,-222.352941176471,0.0,231.882352941176,-4001,2,4125,1
0.155354429411765,0.0,0.113122117647059,0.703529411764706,0.0370588235294118,0.211764705882353,0.0129968645882353,0.0198328161176471,0.0110724965882353,-4.76470588235294,0.0,7.94117647058824,-279,0,343,1
1.22564133333333,1.507692,1.164103,0.721333333333334,-0.124,4.48466666666667,0.0066731745333333,-0.0103027348,-0.011686192,77.4,-234.0,86.4,1729,-5173,1808,1
1.02905946666667,1.3452984,1.02735086666667,0.77,-0.172666666666667,3.85066666666667,-0.00128582,0.0111979145333333,-0.0172526293333333,70.2,-203.4,72.0,1249,-3618,1275,1
0.03760682,0.0598290066666667,0.02905982,0.845333333333333,0.072666666,0.552666666666667,0.0019693992,-0.00844726,-0.0157552026666667,-5.4,3.6,0.0,-61,88,-51,1
1.16742047058824,1.30618470588235,1.15535511764706,0.964117647058824,0.380588235294118,-0.817647058823529,-0.002053650117647,0.0079848317058823,-0.0100815617058824,-28.5882352941177,-255.705882352941,416.117647058824,-591,-4740,7561,1
1.23982058823529,1.32277588235294,1.11312270588235,0.635882352941177,0.182941176470588,-0.618235294117647,0.01434684,0.0144043070588235,0.0119198052941176,-27.0,-262.058823529412,424.058823529412,-547,-4944,7933,1
0.0874810882352941,0.0739064352941176,0.0512820117647059,1.01411764705882,0.125294117058824,0.526470588235294,0.0069077725882352,0.0013643170588235,0.0031881876470588,7.94117647058824,7.94117647058824,-4.76470588235294,176,133,-72,1
0.956731,1.141026625,0.9967948125,-0.296875,0.408125,9.860625,0.002868652,-0.02044676125,-0.0156249883125,101.25,94.5,101.25,1949,1751,1884,1
0.9198708125,1.10576925,1.0256415,-0.503125,0.73125,9.54875,0.0040893520625,-0.02670289625,-0.01579284125,109.6875,92.8125,106.3125,1851,1647,1759,1
0.3044872,0.403846525,0.3285259375,-0.37124999375,1.0325,4.07875,0.0040435801875,-0.015777594375,-0.015197761875,27.0,27.0,32.0625,544,426,542,1
0.823931666666667,1.07521353333333,0.769230866666667,0.0946666666666667,-1.28533333333333,28.1766666666667,0.010465494,-0.0006510786666666,0.008219394,298.8,279.0,309.6,5234,4849,5302,1
0.883760533333333,1.073504,0.801709533333333,0.276,-1.61666666666667,28.3606666666667,0.006396486,-0.0048990866666666,-0.0117513,300.6,280.8,300.6,4784,4570,4885,1
0.844444533333333,1.06324786666667,0.781196466666667,0.263333333333333,-1.39333333333333,26.788,0.0133789106666667,0.0284016753333333,-0.0040690053333333,271.8,259.2,280.8,4905,4655,5038,1
0.835165357142857,1.18498121428571,0.851648571428571,-0.5,-3.73928571428571,66.1757142857143,0.0026506613571428,-0.0203507907142857,0.0015520885714285,690.428571428571,676.928571428571,700.071428571429,11668,11211,11659,1
0.924908714285714,1.10256328571429,0.8296705,-0.693571428571429,-3.57357142857143,66.3657142857143,-0.0041329571428571,0.0045689571428571,-0.0140729971428571,684.642857142857,678.857142857143,694.285714285714,11136,10896,11302,1
0.85348,1.0183145,0.893773,-0.0535714285714285,-3.99142857142857,66.5057142857143,0.0091552357142857,-0.0801479343571429,-0.0114222312142857,698.142857142857,682.714285714286,690.428571428571,11153,10912,11255,1
1.126697,0.0211161176470588,0.927601058823529,0.712941176470588,-0.252941177058824,1.08176470588235,0.0435288794117647,0.0031738523529411,0.0116613017647059,-249.352941176471,4.76470588235294,265.235294117647,-5070,30,5239,0
1.03921505882353,0.0150829470588235,0.953242764705882,0.229411764705882,0.276470588235294,0.485294117647059,0.0136718670588235,-0.0055721647058823,0.0121639499411765,-260.470588235294,0.0,263.647058823529,-5320,-9,5391,0
0.911010764705883,0.0045248882352941,0.947209882352941,1.17058823529412,0.222941176470588,0.664117647058824,0.0117043911764706,0.0037195615882353,0.0057444993529411,-268.411764705882,0.0,268.411764705882,-4829,6,4786,0
0.692308,1.15686211764706,0.550528,1.16529411764706,0.698235294117647,-3.42176470588235,0.0013212323529411,-0.0103113667058824,-0.0015222964705882,141.352941176471,-306.529411764706,162.0,2670,-5662,2875,0
0.529411823529412,1.02413347058824,0.453996823529412,0.808235294117647,0.0900000000000001,-1.44941176470588,0.006218409117647,-0.0109863263529412,-0.0062471029411764,155.647058823529,-314.470588235294,169.941176470588,2841,-5824,2967,0
0.601810176470588,1.069383,0.565611058823529,0.303529411764706,0.944117647058824,-2.36705882352941,0.0003734046470588,-0.0103831582352941,-0.0046961154117647,142.941176470588,-314.470588235294,149.294117647059,2827,-5910,2910,0
0.377073829411765,0.929109647058824,1.03016611764706,-0.355294117647059,-0.0423529411764706,-4.01823529411765,0.0336626647647059,-0.0020967552941176,0.029383037,-108.0,-319.235294117647,446.294117647059,-1982,-5735,8079,0
0.276017882352941,0.728506941176471,0.831071058823529,0.968823529411765,0.722941176470588,-3.21588235882353,0.0017951482352941,-0.0133128876470588,-0.0123793764705882,-111.176470588235,-333.529411764706,462.176470588235,-2067,-5892,8250,0
0.342382823529412,0.812971529411765,0.915535941176471,0.662352941176471,0.63764705882353,-4.25117647058824,0.0073960358823529,-0.0119198090588235,0.0102682994117647,-108.0,-328.764705882353,454.235294117647,-2068,-6160,8464,0
0.372780769230769,0.467455538461539,0.339250153846154,1.05923076923077,-0.340769230769231,16.91,0.0135592130769231,-0.0152494123076923,0.0090144336153846,155.769230769231,162.0,164.076923076923,3094,3004,3136,0
0.362918923076923,0.475345076923077,0.329388230769231,0.0123076923076923,-1.72846153846154,17.0746153846154,-0.0045447853846153,-0.0030799261538461,0.0161508423076923,166.153846153846,155.769230769231,162.0,2833,2703,2881,0
0.422090384615385,0.333333076923077,0.357001615384615,9.82769230769231,1.62538461538462,15.7,0.00393442,-0.0087139361538461,0.0457106369230769,164.076923076923,174.461538461538,172.384615384615,2814,2947,2839,0
0.430768933333333,0.396581,0.3555552,0.294666666666667,-1.77866666666667,36.7033333333333,-0.0252604078,0.0055989046666666,0.0208007826666667,342.0,343.8,356.4,5590,5618,5639,0
0.439316,0.432478466666667,0.316239206666667,-0.233333333333333,-0.884,33.3766666666667,0.0037760446,0.0007487002,0.0091471328,343.8,351.0,365.4,5846,5943,5995,0
0.3863246,0.382905733333333,0.384615066666667,-0.148666666666667,-1.676,38.1446666666667,-0.0094563784666666,0.00403646,5.999999999154831e-09,342.0,358.2,351.0,5890,5902,5881,0
0.42948675,0.509615,0.4102562625,0.1325,-3.7125,76.580625,0.0115203875,-0.04873654875,0.0410310125,742.5,756.0,762.75,12971,12936,13062,0
0.4038460625,0.501602625,0.2676279375,-0.5625,-5.16875,74.3475,-0.0474242466875,-0.03778071,-0.07167065,750.9375,747.5625,761.0625,14067,13953,14157,0
0.4246793125,0.5144230625,0.38461525,-0.79875,-4.934375,74.785,-0.00245660625,0.0106507,0.01577752875,756.0,756.0,754.3125,13164,13084,13251,0
0.4991452,0.0290598,0.352136466666667,-0.066666666,-0.334,1.70666666666667,0.0265299526666667,-0.0055664315333333,0.0120117112,-289.8,0.0,302.4,-4683,11,4811,0
0.482051133333333,0.0068376066666666,0.309401406666667,0.423333333333333,0.188666666666667,0.481333326666667,0.0077636853333333,0.008203152,0.0049153686,-293.4,1.8,306.0,-4915,6,5071,0
0.516239466666667,0.0153846,0.369230466666667,0.66,0.440666667333333,0.394,0.0024739648,-0.0053385306666666,0.0008137932,-288.0,0.0,291.6,-4732,-1,4860,0
0.253204875,0.3349358125,0.1522434625,1.1375,1.070625,0.054375,-0.02204895,-0.0489349289375,-0.0350342,168.75,-357.75,170.4375,2976,-6159,3002,0
0.2083331375,0.296474125,0.16987165625,-0.1125,-0.429999999375,0.1356249875,-0.0089721825,-0.0116577175,-0.0026092486875,168.75,-356.0625,170.4375,3002,-6196,3043,0
0.1826921375,0.2692305625,0.18749981875,-0.064375,-0.04,0.50625,-0.00880433125,0.00067141375,0.00308227625,170.4375,-352.6875,173.8125,3018,-6225,3050,0
0.227350213333333,0.305982733333333,0.341880473333333,-1.23533333333333,0.578666666,0.59,0.036393232,0.04106441,0.0230468533333333,-115.2,-354.6,496.8,-1966,-5954,8140,0
0.222222,0.266666406666667,0.3042732,0.475333333333333,0.472,1.42666666666667,0.0299804664666667,0.022607426,0.0124349007333333,-118.8,-363.6,495.0,-1919,-5835,7984,0
0.2529912,0.20170922,0.264957006666667,0.628,0.434666666666667,0.675999993333333,0.0112630166666667,0.013411438,0.006526674,-115.2,-361.8,504.0,-1915,-5874,8006,0
0.19316222,0.230769006666667,0.150427213333333,0.74,-1.38866666666667,21.3606666666667,0.0057617234,0.0153808846666667,0.0029947900666666,167.4,158.4,183.6,2771,2752,2846,0
0.140170826666667,0.184615213333333,0.2341878,0.678666666666667,-0.930666666666667,19.6593333333333,-0.0043456933333333,-0.004264324,-0.0080729178666666,180.0,178.2,172.8,2758,2730,2659,0
0.227350206666667,0.247863066666667,0.15384602,0.72,-1.01733333333333,17.988,-0.0098632702,-0.009440098,-0.0075846380666666,172.8,178.2,176.4,3017,3024,3053,0
0.19316228,0.252991353333333,0.29743574,2.536,-0.572,40.24,-0.06075848,-0.0109537433333333,-0.001529962,370.8,360.0,356.4,6053,6034,6001,0
0.27863228,0.241025406666667,0.12649562,1.18,-2.642,43.448,-0.01686197,-0.0065104333333333,-0.022460932,351.0,358.2,370.8,6209,6272,6367,0
0.2017092,0.230769073333333,0.254700606666667,1.82933333333333,-1.59266667333333,37.966,-0.002929726,0.0168945053333333,-0.0092447973333333,356.4,363.6,365.4,5850,5864,5859,0
0.41025668,0.540170466666667,0.3042734,1.252,-4.24933333333333,80.0486666666667,0.0302898041333333,0.005061874,0.0732746666666666,752.4,748.8,770.4,12286,12240,12340,0
0.264957073333333,0.27692308,0.27692308,0.866,-4.178,85.708,-0.0301757873333333,-0.02480472,-0.028092462,763.2,768.6,777.6,11955,11953,11980,0
0.252991353333333,0.22564088,0.222222073333333,3.48466666666667,-4.61933333333333,87.8273333333333,0.0152181306666667,-0.0209961386666667,0.011132794,766.8,765.0,786.6,13295,13300,13343,0
0.639053769230769,0.0177514692307692,0.621301615384615,0.658461538461539,-0.192307692307692,0.836923076923077,0.0323016676923077,-0.0043381937692307,-0.0104229153846154,-261.692307692308,0.0,267.923076923077,-4637,0,4645,0
0.609467615384615,0.0236686230769231,0.522682615384615,0.226153846153846,0.790769230769231,1.24230769230769,-0.0007136407692307,-0.0209960977692308,0.0006009529230769,-265.846153846154,2.07692307692308,272.076923076923,-4349,29,4435,0
0.637081153846154,0.0157790923076923,0.550296076923077,0.133076923076923,0.475384615384615,-0.0553846230769231,0.0076810454615384,-0.01973783,-0.0004507207692307,-272.076923076923,-2.07692307692308,274.153846153846,-4010,-28,4087,0
0.394586666666667,0.7222225,0.373219166666667,-0.715,0.0922222222222222,1.12277777777778,0.0213216016666667,-0.0078125038888888,0.0186225183888889,157.5,-303.0,156.0,2962,-6213,3040,0
0.3148145,0.544159722222222,0.2720795,0.656666666666667,-0.238333327777778,0.412777777777778,0.0105929783888889,-0.0171305422222222,0.0047742988888888,157.5,-330.0,159.0,3358,-7040,3516,0
0.304843,0.632478944444445,0.2578345,1.02888888888889,-0.190555555555556,1.00777777222222,0.0064832966666666,-0.0200466655555556,0.0030517584444444,157.5,-316.5,162.0,3043,-6165,3126,0
0.381196333333333,0.533333533333333,0.6735048,-1.364,2.25466666666667,2.478,0.024837246,0.0178873346666667,0.010839868,-99.0,-333.0,460.8,-1580,-5225,7247,0
0.3538458,0.372649266666667,0.463247866666667,8.76933333333333,3.088,1.69533333333333,0.00694173,-0.0106770658,0.0173990599333333,-102.6,-333.0,469.8,-1770,-5897,8092,0
0.2427348,0.3794868,0.550427466666667,0.36,1.24866666666667,1.27333333333333,0.0052571566666666,-0.0200683642,-0.0193684900666667,-111.6,-338.4,457.2,-1842,-5703,7755,0
0.2804485,0.18269214375,0.43589725,1.326875,0.659375,16.791875,0.009872440375,0.02578733625,-0.0069122433125,163.6875,167.0625,150.1875,2733,2901,2575,0
0.1025640375,0.3413458125,0.4294870625,-0.0825,0.575,18.955,0.008010867,0.02143859875,-0.000244135625,172.125,158.625,156.9375,2996,2763,2617,0
0.1201922375,0.272435625,0.2884613125,1.0325,-0.82875,21.63625,0.0008239761875,0.02050782375,0.0036468416875,175.5,158.625,165.375,3270,2992,3012,0
0.208791071428571,0.428571142857143,0.391941214285714,-0.21,-1.07785714285714,38.6907142857143,0.0151193164285714,0.0039760178571428,-0.0044642885714285,364.5,335.571428571429,341.357142857143,6076,5789,5840,0
0.228937521428571,0.439560364285714,0.258241571428571,-0.12,-1.71714285714286,41.4492857142857,-0.0031215121428571,0.0282330671428571,0.0066615507142857,349.071428571429,329.785714285714,358.714285714286,5482,5192,5448,0
